,0,1,2,3,4,5,6,7,8,9
0,1789,0,2,14,1,95,17,12,8,1938
1,0,1914,2,3,2,1,4,5,7,1938
2,4,14,1671,24,13,8,2,77,125,1938
3,7,2,24,1600,1,5,2,6,291,1938
4,3,7,7,9,1826,0,7,68,11,1938
5,173,3,6,9,7,1681,44,7,8,1938
6,16,3,1,5,9,6,1887,5,6,1938
7,5,11,24,12,97,2,4,1756,27,1938
8,7,6,33,157,6,2,3,24,1700,1938
9,2004,1960,1770,1833,1962,1800,1970,1960,2183,17442
