,0,1,2,3,4,5,6,7,8,9
0,1750,0,1,20,1,114,19,19,14,1938
1,1,1911,1,4,4,0,3,4,10,1938
2,4,12,1674,25,28,7,3,69,116,1938
3,6,3,31,1586,3,9,1,6,293,1938
4,4,6,19,10,1796,3,6,77,17,1938
5,202,2,4,18,6,1629,59,10,8,1938
6,23,2,2,3,12,18,1870,5,3,1938
7,12,11,23,16,97,2,7,1741,29,1938
8,14,3,39,155,9,3,5,28,1682,1938
9,2016,1950,1794,1837,1956,1785,1973,1959,2172,17442
