,0,1,2,3,4,5,6,7,8,9
0,1625,7,17,31,2,156,50,15,35,1938
1,16,1740,30,2,46,39,31,15,19,1938
2,15,58,1479,32,39,28,21,105,161,1938
3,32,3,41,1581,8,18,9,11,235,1938
4,5,62,90,18,1550,28,17,132,36,1938
5,280,88,64,33,34,1238,151,19,31,1938
6,63,35,25,17,39,109,1612,25,13,1938
7,16,19,53,15,109,12,16,1650,48,1938
8,32,17,89,144,15,21,16,41,1563,1938
9,2084,2029,1888,1873,1842,1649,1923,2013,2141,17442
