,0,1,2,3,4,5,6,7,8,9
0,18756,190,123,343,66,1342,538,192,591,22141
1,42,3329,64,7,59,93,74,35,68,3771
2,14,72,1719,28,66,52,19,110,361,2441
3,56,2,55,2175,1,29,3,8,489,2818
4,26,76,143,24,2159,50,35,322,107,2942
5,477,90,61,42,47,916,174,28,103,1938
6,475,342,131,41,170,492,9666,304,131,11752
7,211,294,579,237,2187,262,379,31455,976,36580
8,623,317,2049,3314,165,519,240,1251,45024,53502
9,20680,4712,4924,6211,4920,3755,11128,33705,47850,137885
