,0,1,2,3,4,5,6,7,8,9
0,1565,12,17,38,3,180,57,26,40,1938
1,16,1706,16,3,73,41,53,10,20,1938
2,25,79,1383,43,93,36,13,91,175,1938
3,71,10,58,1470,13,16,4,23,273,1938
4,8,70,108,38,1427,53,40,149,45,1938
5,408,87,79,37,73,1051,142,24,37,1938
6,94,45,29,17,75,161,1469,29,19,1938
7,39,16,61,20,143,20,46,1551,42,1938
8,63,13,117,177,26,34,12,77,1419,1938
9,2289,2038,1868,1843,1926,1592,1836,1980,2070,17442
